,日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）,接单时间
6920,	20200824-20200826,75454892474991043,2020-08-25 15:10:09	,35秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,配送中,否,369.0,146.0,0.0,262.0,约惠七夕19枝	,『秀丽淡雅』19枝香槟玫瑰搭配桔梗花束七夕情人节礼物鲜花店,,TH008	,1,369.0,146.0,223.0,223.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『秀丽淡雅』19枝香槟玫瑰搭配桔梗花束七夕情人节礼物鲜花店原价369.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,35
6930,	20200824-20200826,75454894137767977,2020-08-25 16:43:45	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,268.0,146.0,0.0,161.0,约惠七夕11枝	,『柔情密意』11枝粉玫瑰搭配苹果叶礼盒七夕情人节礼物鲜花,,XH004	,1,268.0,146.0,122.0,122.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『柔情密意』11枝粉玫瑰搭配苹果叶礼盒七夕情人节礼物鲜花原价268.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6932,	20200824-20200826,75454890934830221,2020-08-25 16:53:12	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,258.0,156.0,0.0,141.0,约惠七夕19枝	,『Goddess C2款』19枝戴安娜鲜花儿+配草 礼盒,,C2ZK03	,1,258.0,156.0,102.0,102.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『Goddess C2款』19枝戴安娜+配草七夕情人节礼盒原价258.0元现价159.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6936,	20200824-20200826,75454890940046133,2020-08-25 18:23:09	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,399.0,141.0,5.0,292.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,141.0,258.0,253.0,5.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6937,	20200824-20200826,75454890822258076,2020-08-25 18:29:41	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,399.0,141.0,5.0,292.0,约惠七夕19枝	,『眉目传情』19枝粉玫瑰搭配尤加利精致礼盒七夕情人节礼物鲜花,,38007	,1,399.0,141.0,258.0,253.0,5.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『眉目传情』19枝粉玫瑰搭配尤加利精致礼盒七夕情人节礼物鲜花原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6938,	20200824-20200826,75454890876838745,2020-08-25 19:01:57	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,317.0,284.0,0.0,72.0,活动专区づ———	,『心心念念』9枝白粉瑰混搭花束 520情人节 鲜花店爆款,,DC354	,1,149.0,133.49,15.51,15.51,0.0,否,0,0.0,0.0,0.0,是,满300.0元减30.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6939,	20200824-20200826,75454890876838745,2020-08-25 19:01:57	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,317.0,284.0,0.0,72.0,活动专区づ———	,『一吻便颠倒众生』11枝红玫瑰尤加利礼盒520情人节礼物鲜花,,SADQWE4	,1,168.0,150.51,17.49,17.49,0.0,否,0,0.0,0.0,0.0,是,满300.0元减30.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6943,	20200824-20200826,75454893428515134,2020-08-25 19:36:08	,29秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,配送中,否,498.0,156.0,0.0,381.0,约惠七夕19枝	,『国色天香』19枝红玫瑰精致抱抱通七夕情人节礼物鲜花店,,TH009	,1,498.0,156.0,342.0,342.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『国色天香』19枝红玫瑰精致抱抱通七夕情人节礼物鲜花店原价498.0元现价159.0元/门店新客立减3.0元/送3元商家代金券	,是,已回复,,0.00分,0.0,2020-08-26 01:11:29	,其他	,29
6947,	20200824-20200826,75454890809119622,2020-08-25 20:12:58	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,298.0,126.0,0.0,211.0,约惠七夕11枝	,『鸳鸯比翼』11枝粉玫瑰搭配粉玫瑰礼盒七夕情人节礼物鲜花,,ZMM023	,1,298.0,126.0,172.0,172.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『鸳鸯比翼』11枝粉玫瑰搭配粉玫瑰礼盒七夕情人节礼物鲜花原价298.0元现价129.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6953,	20200824-20200826,75454891069511785,2020-08-25 12:42:38	,0秒,花生活鲜花（花草堂鲜花店）	,7545489,银川	,在线支付,订单取消,用户提交订单,否,399.0,146.0,0.0,292.0,约惠七夕19枝	,『眉目传情』19枝粉玫瑰搭配尤加利精致礼盒七夕情人节礼物鲜花,,38007	,1,399.0,146.0,253.0,253.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『眉目传情』19枝粉玫瑰搭配尤加利精致礼盒七夕情人节礼物鲜花原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
6954,	20200824-20200826,75454901269807160,2020-08-24 20:25:05	,0秒,花生活鲜花（尚品花艺）	,7545490,郴州	,在线支付,订单取消,用户提交订单,是,269.0,156.0,0.0,152.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,156.0,113.0,113.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价159.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
6961,	20200824-20200826,75454900358768070,2020-08-25 15:52:41	,0秒,花生活鲜花（尚品花艺）	,7545490,郴州	,在线支付,订单取消,用户提交订单,否,308.0,200.0,0.0,147.0,约惠七夕33枝	,『Goddess D8款』33枝红玫瑰天心礼盒圣诞节鲜花,,D8ZK19	,1,308.0,200.0,108.0,108.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
6963,	20200824-20200826,75454900026515543,2020-08-25 19:54:25	,99秒,花生活鲜花（尚品花艺）	,7545490,郴州	,在线支付,订单取消,用户提交订单,否,299.0,151.0,0.0,187.0,约惠七夕11枝	,『纸短情长』11枝粉玫瑰搭配尤加礼盒七夕情人节礼物鲜花店,,YC001	,1,299.0,151.0,148.0,148.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『纸短情长』11枝粉玫瑰搭配尤加礼盒七夕情人节礼物鲜花店原价299.0元现价159.0元/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,99
6964,	20200824-20200826,75454903213192828,2020-08-25 21:50:31	,0秒,花生活鲜花（尚品花艺）	,7545490,郴州	,在线支付,订单取消,用户提交订单,否,368.0,171.0,0.0,236.0,约惠七夕19枝	,『天长地久』19枝香槟玫瑰搭配尤加利花束七夕情人节礼物鲜花,,ZMM032	,1,368.0,171.0,197.0,197.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『天长地久』19枝香槟玫瑰搭配尤加利花束七夕情人节礼物鲜花原价368.0元现价179.0元/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
6985,	20200824-20200826,75469533982058332,2020-08-25 16:00:16	,0秒,花生活鲜花（爱琴海鲜花店）	,7546953,湛江	,在线支付,订单取消,用户提交订单,否,168.0,108.0,0.0,99.0,活动专区づ———	,『粉色初恋』9枝粉玫瑰搭配满天星花束情人节爆款送女友鲜花店,,QRJYR01	,1,158.0,100.0,58.0,58.0,0.0,否,0,0.0,0.0,10.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
6986,	20200824-20200826,75469532718691708,2020-08-25 16:10:14	,1秒,花生活鲜花（爱琴海鲜花店）	,7546953,湛江	,在线支付,订单取消,用户提交订单,否,419.0,184.0,0.0,274.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,166.0,233.0,233.0,0.0,否,0,0.0,0.0,20.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价169.0元/门店新客立减3.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,1
6989,	20200824-20200826,76224753049752078,2020-08-24 22:36:23	,0秒,花生活鲜花（爱花人）	,7622475,上海	,在线支付,订单取消,用户提交订单,否,498.0,236.0,0.0,301.0,约惠七夕33枝	,『甘棠之爱』33枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,ZMM005	,1,498.0,236.0,262.0,262.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『甘棠之爱』33枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价498.0元现价239.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
6991,	20200824-20200826,76224753470084206,2020-08-25 13:34:04	,194秒,花生活鲜花（爱花人）	,7622475,上海	,在线支付,订单取消,已取消,否,369.0,146.0,0.0,262.0,约惠七夕19枝	,『心有灵犀』19枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店,,TH007	,1,369.0,146.0,223.0,223.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『心有灵犀』19枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店原价369.0元现价149.0元/门店新客立减3.0元	,是,未回复,,0.00分,0.0,,其他	,194
7011,	20200824-20200826,76344990940046133,2020-08-25 18:07:20	,7秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,399.0,179.0,0.0,259.0,约惠七夕19枝	,『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,38014	,1,399.0,179.0,220.0,220.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价399.0元现价179.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,7
7012,	20200824-20200826,76344990055921337,2020-08-25 19:01:31	,4秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,348.0,154.0,0.0,233.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,154.0,194.0,194.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价159.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,4
7014,	20200824-20200826,76344993704215589,2020-08-25 20:16:39	,49秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,245.0,149.0,0.0,135.0,店长推荐づ——	,『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节七夕礼物鲜花,,TH001	,1,245.0,149.0,96.0,96.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节七夕礼物鲜花原价245.0元现价149.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,49
7020,	20200824-20200826,76344991093934630,2020-08-25 14:08:50	,18秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,268.0,159.0,0.0,148.0,约惠七夕11枝	,『爱情永固』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花,,38028	,1,268.0,159.0,109.0,109.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『爱情永固』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花原价268.0元现价159.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,18
7055,	20200824-20200826,76344993447845115,2020-08-25 17:34:00	,0秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,245.0,149.0,0.0,135.0,店长推荐づ——	,『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花,,,1,245.0,149.0,96.0,96.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花原价245.0元现价149.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
7063,	20200824-20200826,76344994233409612,2020-08-25 18:24:15	,3秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,245.0,149.0,0.0,135.0,店长推荐づ——	,『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花,,,1,245.0,149.0,96.0,96.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花原价245.0元现价149.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,3
7065,	20200824-20200826,76344993316534216,2020-08-25 18:35:08	,12秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,配送中,否,348.0,154.0,0.0,233.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,154.0,194.0,194.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价159.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,12
7067,	20200824-20200826,76344991121767622,2020-08-25 18:38:01	,2秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,328.0,228.0,0.0,139.0,手提花篮づ———	,『爱的想念』红玫瑰搭配向日癸手提鲜花花篮 送情人 送闺蜜,,SM23145	,1,328.0,228.0,100.0,100.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满39.9元赠精美贺卡（可写祝福语）*1/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,2
7069,	20200824-20200826,76344990511252123,2020-08-25 18:46:06	,10秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,配送中,否,348.0,159.0,0.0,228.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,159.0,189.0,189.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价159.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,10
7070,	20200824-20200826,76344993404465145,2020-08-25 18:55:02	,14秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,268.0,159.0,0.0,148.0,约惠七夕11枝	,『爱情永固』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花,,38028	,1,268.0,159.0,109.0,109.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『爱情永固』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花原价268.0元现价159.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,14
7072,	20200824-20200826,76344993413631004,2020-08-25 19:02:24	,6秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,369.0,184.0,0.0,224.0,约惠七夕19枝	,『天荒地老』19枝粉玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,ZMM057	,1,369.0,184.0,185.0,185.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『天荒地老』19枝粉玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价369.0元现价189.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,6
7073,	20200824-20200826,76344993311246980,2020-08-25 19:35:02	,10秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,298.0,208.0,0.0,129.0,热销专区づ———	,『桃花流水』19枝红玫瑰搭配满天星礼盒情人节送女友鲜花店,,QRJ012	,1,298.0,208.0,90.0,90.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『桃花流水』19枝红玫瑰搭配满天星礼盒七夕情人节送女友鲜花原价298.0元现价208.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,10
7074,	20200824-20200826,76344993557235074,2020-08-25 19:44:42	,20秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,配送中,否,268.0,149.0,0.0,158.0,约惠七夕11枝	,『惊鸿一瞥』11枝粉玫瑰搭配桔梗花束七夕情人节礼物鲜花店,,XH005	,1,268.0,149.0,119.0,119.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『惊鸿一瞥』11枝粉玫瑰搭配桔梗花束七夕情人节礼物鲜花店原价268.0元现价149.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,20
7079,	20200824-20200826,76344991698542878,2020-08-25 20:21:25	,15秒,花生活鲜花（鲜花绿植）	,7634499,北京	,在线支付,订单取消,用户提交订单,否,251.0,153.0,0.0,137.0,店长推荐づ——	,『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花,,,1,245.0,149.0,96.0,96.0,0.0,否,0,0.0,0.0,6.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花原价245.0元现价149.0元/减配送费2.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,15
7082,	20200824-20200826,76419961269807160,2020-08-24 12:59:24	,0秒,花生活鲜花（花幸福花店襄阳店）	,7641996,襄阳	,在线支付,订单取消,用户提交订单,否,348.0,131.0,0.0,256.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,131.0,217.0,217.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-24 20:23:37	,其他	,0
7115,	20200824-20200826,76420022718691708,2020-08-25 15:29:22	,108秒,花生活鲜花（拾花者）	,7642002,杭州	,在线支付,订单取消,用户提交订单,否,348.0,262.9,0.1,124.0,折扣专区づ———	,『如隔三秋』33枝红玫瑰搭配满天星礼盒鲜花店 送女友生日礼物,,RGSQ01	,1,338.0,255.9,82.1,82.0,0.1,否,0,0.0,0.0,10.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减9.1元/购买『如隔三秋』33枝红玫瑰搭配满天星礼盒鲜花店 送女友七夕礼物原价338.0元现价268.0元/门店新客立减3.0元/减配送费3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,108
